,UF,Municipio,popMun,AnoBase,codMun,popUF
9525,PR,Bom Sucesso do Sul,3365,2015,4103222,11163018
9526,PR,Borrazópolis,7497,2015,4103305,11163018
9527,PR,Braganey,5742,2015,4103354,11163018
9528,PR,Brasilândia do Sul,3037,2015,4103370,11163018
9529,PR,Cafeara,2873,2015,4103404,11163018
9530,PR,Cafelândia,16611,2015,4103453,11163018
9531,PR,Cafezal do Sul,4288,2015,4103479,11163018
9532,PR,Califórnia,8505,2015,4103503,11163018
9533,PR,Cambará,25170,2015,4103602,11163018
9534,PR,Cambé,103822,2015,4103701,11163018
9535,PR,Cambira,7708,2015,4103800,11163018
9536,PR,Campina da Lagoa,15247,2015,4103909,11163018
9537,PR,Campina do Simão,4096,2015,4103958,11163018
9538,PR,Campina Grande do Sul,41821,2015,4104006,11163018
9539,PR,Campo Bonito,4259,2015,4104055,11163018
9540,PR,Campo do Tenente,7693,2015,4104105,11163018
9541,PR,Campo Largo,124098,2015,4104204,11163018
9542,PR,Campo Magro,27517,2015,4104253,11163018
9543,PR,Campo Mourão,92930,2015,4104303,11163018
9544,PR,Cândido de Abreu,16339,2015,4104402,11163018
9545,PR,Candói,15822,2015,4104428,11163018
9546,PR,Cantagalo,13452,2015,4104451,11163018
9547,PR,Capanema,19275,2015,4104501,11163018
9548,PR,Capitão Leônidas Marques,15724,2015,4104600,11163018
9549,PR,Carambeí,21590,2015,4104659,11163018
9550,PR,Carlópolis,14337,2015,4104709,11163018
9551,PR,Cascavel,312778,2015,4104808,11163018
9552,PR,Castro,70810,2015,4104907,11163018
9553,PR,Catanduvas,10459,2015,4105003,11163018
9554,PR,Centenário do Sul,11312,2015,4105102,11163018
9555,PR,Cerro Azul,17755,2015,4105201,11163018
9556,PR,Céu Azul,11649,2015,4105300,11163018
9557,PR,Chopinzinho,19992,2015,4105409,11163018
9558,PR,Cianorte,77515,2015,4105508,11163018
9559,PR,Cidade Gaúcha,12069,2015,4105607,11163018
9560,PR,Clevelândia,17373,2015,4105706,11163018
9561,PR,Colombo,232432,2015,4105805,11163018
9562,PR,Colorado,23678,2015,4105904,11163018
9563,PR,Congonhinhas,8736,2015,4106001,11163018
9564,PR,Conselheiro Mairinck,3831,2015,4106100,11163018
9565,PR,Contenda,17525,2015,4106209,11163018
9566,PR,Corbélia,17076,2015,4106308,11163018
9567,PR,Cornélio Procópio,48551,2015,4106407,11163018
9568,PR,Coronel Domingos Soares,7580,2015,4106456,11163018
9569,PR,Coronel Vivida,21846,2015,4106506,11163018
9570,PR,Corumbataí do Sul,3749,2015,4106555,11163018
9571,PR,Cruz Machado,18807,2015,4106803,11163018
9572,PR,Cruzeiro do Iguaçu,4376,2015,4106571,11163018
9573,PR,Cruzeiro do Oeste,21190,2015,4106605,11163018
9574,PR,Cruzeiro do Sul,4637,2015,4106704,11163018
9575,PR,Cruzmaltina,3147,2015,4106852,11163018
9576,PR,Curitiba,1879355,2015,4106902,11163018
9577,PR,Curiúva,14817,2015,4107009,11163018
9578,PR,Diamante do Norte,5463,2015,4107108,11163018
9579,PR,Diamante do Sul,3568,2015,4107124,11163018
9580,PR,Diamante D'Oeste,5259,2015,4107157,11163018
9581,PR,Dois Vizinhos,39138,2015,4107207,11163018
9582,PR,Douradina,8228,2015,4107256,11163018
9583,PR,Doutor Camargo,6047,2015,4107306,11163018
9584,PR,Doutor Ulysses,5808,2015,4128633,11163018
9585,PR,Enéas Marques,6195,2015,4107405,11163018
9586,PR,Engenheiro Beltrão,14307,2015,4107504,11163018
9587,PR,Entre Rios do Oeste,4306,2015,4107538,11163018
9588,PR,Esperança Nova,1898,2015,4107520,11163018
9589,PR,Espigão Alto do Iguaçu,4542,2015,4107546,11163018
9590,PR,Farol,3388,2015,4107553,11163018
9591,PR,Faxinal,17160,2015,4107603,11163018
9592,PR,Fazenda Rio Grande,92204,2015,4107652,11163018
9593,PR,Fênix,4908,2015,4107702,11163018
9594,PR,Fernandes Pinheiro,5954,2015,4107736,11163018
9595,PR,Figueira,8268,2015,4107751,11163018
9596,PR,Flor da Serra do Sul,4802,2015,4107850,11163018
9597,PR,Floraí,5126,2015,4107801,11163018
9598,PR,Floresta,6467,2015,4107900,11163018
9599,PR,Florestópolis,11205,2015,4108007,11163018
9600,PR,Flórida,2674,2015,4108106,11163018
9601,PR,Formosa do Oeste,7296,2015,4108205,11163018
9602,PR,Foz do Iguaçu,263782,2015,4108304,11163018
9603,PR,Foz do Jordão,5210,2015,4108452,11163018
9604,PR,Francisco Alves,6415,2015,4108320,11163018
9605,PR,Francisco Beltrão,86499,2015,4108403,11163018
9606,PR,General Carneiro,14039,2015,4108502,11163018
9607,PR,Godoy Moreira,3245,2015,4108551,11163018
9608,PR,Goioerê,29702,2015,4108601,11163018
9609,PR,Goioxim,7517,2015,4108650,11163018
9610,PR,Grandes Rios,6337,2015,4108700,11163018
9611,PR,Guaíra,32591,2015,4108809,11163018
9612,PR,Guairaçá,6531,2015,4108908,11163018
9613,PR,Guamiranga,8484,2015,4108957,11163018
9614,PR,Guapirama,3950,2015,4109005,11163018
9615,PR,Guaporema,2290,2015,4109104,11163018
9616,PR,Guaraci,5434,2015,4109203,11163018
9617,PR,Guaraniaçu,13998,2015,4109302,11163018
9618,PR,Guarapuava,178126,2015,4109401,11163018
9619,PR,Guaraqueçaba,7966,2015,4109500,11163018
9620,PR,Guaratuba,35182,2015,4109609,11163018
9621,PR,Honório Serpa,5769,2015,4109658,11163018
9622,PR,Ibaiti,30678,2015,4109708,11163018
9623,PR,Ibema,6352,2015,4109757,11163018
9624,PR,Ibiporã,52330,2015,4109807,11163018
9625,PR,Icaraíma,8641,2015,4109906,11163018
9626,PR,Iguaraçu,4275,2015,4110003,11163018
9627,PR,Iguatu,2302,2015,4110052,11163018
9628,PR,Imbaú,12400,2015,4110078,11163018
9629,PR,Imbituva,31055,2015,4110102,11163018
9630,PR,Inácio Martins,11307,2015,4110201,11163018
9631,PR,Inajá,3119,2015,4110300,11163018
9632,PR,Indianópolis,4481,2015,4110409,11163018
9633,PR,Ipiranga,14978,2015,4110508,11163018
9634,PR,Iporã,14887,2015,4110607,11163018
9635,PR,Iracema do Oeste,2512,2015,4110656,11163018
9636,PR,Irati,59708,2015,4110706,11163018
9637,PR,Iretama,10689,2015,4110805,11163018
9638,PR,Itaguajé,4639,2015,4110904,11163018
9639,PR,Itaipulândia,10236,2015,4110953,11163018
9640,PR,Itambaracá,6852,2015,4111001,11163018
9641,PR,Itambé,6192,2015,4111100,11163018
9642,PR,Itapejara d'Oeste,11454,2015,4111209,11163018
9643,PR,Itaperuçu,26755,2015,4111258,11163018
9644,PR,Itaúna do Sul,3349,2015,4111308,11163018
9645,PR,Ivaí,13628,2015,4111407,11163018
9646,PR,Ivaiporã,32710,2015,4111506,11163018
9647,PR,Ivaté,8013,2015,4111555,11163018
9648,PR,Ivatuba,3201,2015,4111605,11163018
9649,PR,Jaboti,5197,2015,4111704,11163018
9650,PR,Jacarezinho,40243,2015,4111803,11163018
9651,PR,Jaguapitã,13174,2015,4111902,11163018
9652,PR,Jaguariaíva,34468,2015,4112009,11163018
9653,PR,Jandaia do Sul,21203,2015,4112108,11163018
9654,PR,Janiópolis,6114,2015,4112207,11163018
9655,PR,Japira,5071,2015,4112306,11163018
9656,PR,Japurá,9167,2015,4112405,11163018
9657,PR,Jardim Alegre,12191,2015,4112504,11163018
9658,PR,Jardim Olinda,1409,2015,4112603,11163018
9659,PR,Jataizinho,12504,2015,4112702,11163018
9660,PR,Jesuítas,8964,2015,4112751,11163018
9661,PR,Joaquim Távora,11544,2015,4112801,11163018
9662,PR,Jundiaí do Sul,3456,2015,4112900,11163018
9663,PR,Juranda,7697,2015,4112959,11163018
9664,PR,Jussara,6963,2015,4113007,11163018
9665,PR,Kaloré,4438,2015,4113106,11163018
9666,PR,Lapa,47557,2015,4113205,11163018
9667,PR,Laranjal,6292,2015,4113254,11163018
9668,PR,Laranjeiras do Sul,32133,2015,4113304,11163018
9669,PR,Leópolis,4165,2015,4113403,11163018
9670,PR,Lidianópolis,3774,2015,4113429,11163018
9671,PR,Lindoeste,5187,2015,4113452,11163018
9672,PR,Loanda,22603,2015,4113502,11163018
9673,PR,Lobato,4690,2015,4113601,11163018
9674,PR,Londrina,548249,2015,4113700,11163018
9675,PR,Luiziana,7471,2015,4113734,11163018
9676,PR,Lunardelli,5127,2015,4113759,11163018
9677,PR,Lupionópolis,4859,2015,4113809,11163018
9678,PR,Mallet,13567,2015,4113908,11163018
9679,PR,Mamborê,13943,2015,4114005,11163018
9680,PR,Mandaguaçu,21672,2015,4114104,11163018
9681,PR,Mandaguari,34289,2015,4114203,11163018
9682,PR,Mandirituba,24905,2015,4114302,11163018
9683,PR,Manfrinópolis,2954,2015,4114351,11163018
9684,PR,Mangueirinha,17334,2015,4114401,11163018
9685,PR,Manoel Ribas,13660,2015,4114500,11163018
9686,PR,Marechal Cândido Rondon,50808,2015,4114609,11163018
9687,PR,Maria Helena,5982,2015,4114708,11163018
9688,PR,Marialva,34388,2015,4114807,11163018
9689,PR,Marilândia do Sul,9078,2015,4114906,11163018
9690,PR,Marilena,7134,2015,4115002,11163018
9691,PR,Mariluz,10541,2015,4115101,11163018
9692,PR,Maringá,397437,2015,4115200,11163018
9693,PR,Mariópolis,6585,2015,4115309,11163018
9694,PR,Maripá,5793,2015,4115358,11163018
9695,PR,Marmeleiro,14470,2015,4115408,11163018
9696,PR,Marquinho,4871,2015,4115457,11163018
9697,PR,Marumbi,4755,2015,4115507,11163018
9698,PR,Matelândia,17340,2015,4115606,11163018
9699,PR,Matinhos,32591,2015,4115705,11163018
9700,PR,Mato Rico,3668,2015,4115739,11163018
9701,PR,Mauá da Serra,9705,2015,4115754,11163018
9702,PR,Medianeira,44885,2015,4115804,11163018
9703,PR,Mercedes,5398,2015,4115853,11163018
9704,PR,Mirador,2334,2015,4115903,11163018
9705,PR,Miraselva,1885,2015,4116000,11163018
9706,PR,Missal,10847,2015,4116059,11163018
9707,PR,Moreira Sales,12709,2015,4116109,11163018
9708,PR,Morretes,16435,2015,4116208,11163018
9709,PR,Munhoz de Melo,3909,2015,4116307,11163018
9710,PR,Nossa Senhora das Graças,4064,2015,4116406,11163018
9711,PR,Nova Aliança do Ivaí,1518,2015,4116505,11163018
9712,PR,Nova América da Colina,3553,2015,4116604,11163018
9713,PR,Nova Aurora,11537,2015,4116703,11163018
9714,PR,Nova Cantu,6650,2015,4116802,11163018
9715,PR,Nova Esperança,27886,2015,4116901,11163018
9716,PR,Nova Esperança do Sudoeste,5206,2015,4116950,11163018
9717,PR,Nova Fátima,8359,2015,4117008,11163018
9718,PR,Nova Laranjeiras,11968,2015,4117057,11163018
9719,PR,Nova Londrina,13470,2015,4117107,11163018
9720,PR,Nova Olímpia,5782,2015,4117206,11163018
9721,PR,Nova Prata do Iguaçu,10722,2015,4117255,11163018
9722,PR,Nova Santa Bárbara,4163,2015,4117214,11163018
9723,PR,Nova Santa Rosa,8092,2015,4117222,11163018
9724,PR,Nova Tebas,6792,2015,4117271,11163018
9725,PR,Novo Itacolomi,2907,2015,4117297,11163018
9726,PR,Ortigueira,23418,2015,4117305,11163018
9727,PR,Ourizona,3488,2015,4117404,11163018
9728,PR,Ouro Verde do Oeste,5976,2015,4117453,11163018
9729,PR,Paiçandu,39291,2015,4117503,11163018
9730,PR,Palmas,47674,2015,4117602,11163018
9731,PR,Palmeira,33753,2015,4117701,11163018
9732,PR,Palmital,14477,2015,4117800,11163018
9733,PR,Palotina,30859,2015,4117909,11163018
9734,PR,Paraíso do Norte,13011,2015,4118006,11163018
9735,PR,Paranacity,11069,2015,4118105,11163018
9736,PR,Paranaguá,150660,2015,4118204,11163018
9737,PR,Paranapoema,3050,2015,4118303,11163018
9738,PR,Paranavaí,86773,2015,4118402,11163018
9739,PR,Pato Bragado,5304,2015,4118451,11163018
9740,PR,Pato Branco,79011,2015,4118501,11163018
9741,PR,Paula Freitas,5773,2015,4118600,11163018
9742,PR,Paulo Frontin,7291,2015,4118709,11163018
9743,PR,Peabiru,14144,2015,4118808,11163018
9744,PR,Perobal,5995,2015,4118857,11163018
9745,PR,Pérola,10937,2015,4118907,11163018
9746,PR,Pérola d'Oeste,6746,2015,4119004,11163018
9747,PR,Piên,12211,2015,4119103,11163018
9748,PR,Pinhais,127045,2015,4119152,11163018
9749,PR,Pinhal de São Bento,2740,2015,4119251,11163018
9750,PR,Pinhalão,6425,2015,4119202,11163018
9751,PR,Pinhão,31978,2015,4119301,11163018
9752,PR,Piraí do Sul,24953,2015,4119400,11163018
9753,PR,Piraquara,104481,2015,4119509,11163018
9754,PR,Pitanga,32419,2015,4119608,11163018
9755,PR,Pitangueiras,3073,2015,4119657,11163018
9756,PR,Planaltina do Paraná,4277,2015,4119707,11163018
9757,PR,Planalto,13926,2015,4119806,11163018
9758,PR,Ponta Grossa,337865,2015,4119905,11163018
9759,PR,Pontal do Paraná,24352,2015,4119954,11163018
9760,PR,Porecatu,13973,2015,4120002,11163018
9761,PR,Porto Amazonas,4782,2015,4120101,11163018
9762,PR,Porto Barreiro,3564,2015,4120150,11163018
9763,PR,Porto Rico,2608,2015,4120200,11163018
9764,PR,Porto Vitória,4143,2015,4120309,11163018
9765,PR,Prado Ferreira,3668,2015,4120333,11163018
9766,PR,Pranchita,5558,2015,4120358,11163018
9767,PR,Presidente Castelo Branco,5144,2015,4120408,11163018
9768,PR,Primeiro de Maio,11243,2015,4120507,11163018
9769,PR,Prudentópolis,51567,2015,4120606,11163018
9770,PR,Quarto Centenário,4824,2015,4120655,11163018
9771,PR,Quatiguá,7410,2015,4120705,11163018
9772,PR,Quatro Barras,22048,2015,4120804,11163018
9773,PR,Quatro Pontes,3998,2015,4120853,11163018
9774,PR,Quedas do Iguaçu,32982,2015,4120903,11163018
9775,PR,Querência do Norte,12247,2015,4121000,11163018
9776,PR,Quinta do Sol,4985,2015,4121109,11163018
9777,PR,Quitandinha,18419,2015,4121208,11163018
9778,PR,Ramilândia,4385,2015,4121257,11163018
9779,PR,Rancho Alegre,3990,2015,4121307,11163018
9780,PR,Rancho Alegre D'Oeste,2833,2015,4121356,11163018
9781,PR,Realeza,17023,2015,4121406,11163018
9782,PR,Rebouças,14869,2015,4121505,11163018
9783,PR,Renascença,6984,2015,4121604,11163018
9784,PR,Reserva,26522,2015,4121703,11163018
9785,PR,Reserva do Iguaçu,7815,2015,4121752,11163018
9786,PR,Ribeirão Claro,10949,2015,4121802,11163018
9787,PR,Ribeirão do Pinhal,13646,2015,4121901,11163018
9788,PR,Rio Azul,15014,2015,4122008,11163018
9789,PR,Rio Bom,3360,2015,4122107,11163018
9790,PR,Rio Bonito do Iguaçu,13538,2015,4122156,11163018
9791,PR,Rio Branco do Ivaí,4088,2015,4122172,11163018
9792,PR,Rio Branco do Sul,32232,2015,4122206,11163018
9793,PR,Rio Negro,33395,2015,4122305,11163018
9794,PR,Rolândia,63316,2015,4122404,11163018
9795,PR,Roncador,11065,2015,4122503,11163018
9796,PR,Rondon,9488,2015,4122602,11163018
9797,PR,Rosário do Ivaí,5367,2015,4122651,11163018
9798,PR,Sabáudia,6585,2015,4122701,11163018
9799,PR,Salgado Filho,4142,2015,4122800,11163018
9800,PR,Salto do Itararé,5201,2015,4122909,11163018
9801,PR,Salto do Lontra,14539,2015,4123006,11163018
9802,PR,Santa Amélia,3684,2015,4123105,11163018
9803,PR,Santa Cecília do Pavão,3597,2015,4123204,11163018
9804,PR,Santa Cruz de Monte Castelo,8166,2015,4123303,11163018
9805,PR,Santa Fé,11431,2015,4123402,11163018
9806,PR,Santa Helena,25415,2015,4123501,11163018
9807,PR,Santa Inês,1765,2015,4123600,11163018
9808,PR,Santa Isabel do Ivaí,8896,2015,4123709,11163018
9809,PR,Santa Izabel do Oeste,14165,2015,4123808,11163018
9810,PR,Santa Lúcia,3976,2015,4123824,11163018
9811,PR,Santa Maria do Oeste,11009,2015,4123857,11163018
9812,PR,Santa Mariana,12432,2015,4123907,11163018
9813,PR,Santa Mônica,3849,2015,4123956,11163018
9814,PR,Santa Tereza do Oeste,10509,2015,4124020,11163018
9815,PR,Santa Terezinha de Itaipu,22570,2015,4124053,11163018
9816,PR,Santana do Itararé,5267,2015,4124004,11163018
9817,PR,Santo Antônio da Platina,45299,2015,4124103,11163018
9818,PR,Santo Antônio do Caiuá,2757,2015,4124202,11163018
9819,PR,Santo Antônio do Paraíso,2333,2015,4124301,11163018
9820,PR,Santo Antônio do Sudoeste,19958,2015,4124400,11163018
9821,PR,Santo Inácio,5481,2015,4124509,11163018
9822,PR,São Carlos do Ivaí,6756,2015,4124608,11163018
9823,PR,São Jerônimo da Serra,11553,2015,4124707,11163018
9824,PR,São João,10709,2015,4124806,11163018
9825,PR,São João do Caiuá,6038,2015,4124905,11163018
9826,PR,São João do Ivaí,11228,2015,4125001,11163018
9827,PR,São João do Triunfo,14700,2015,4125100,11163018
9828,PR,São Jorge do Ivaí,5674,2015,4125308,11163018
9829,PR,São Jorge do Patrocínio,6015,2015,4125357,11163018
9830,PR,São Jorge d'Oeste,9302,2015,4125209,11163018
9831,PR,São José da Boa Vista,6539,2015,4125407,11163018
9832,PR,São José das Palmeiras,3847,2015,4125456,11163018
9833,PR,São José dos Pinhais,297895,2015,4125506,11163018
9834,PR,São Manoel do Paraná,2180,2015,4125555,11163018
9835,PR,São Mateus do Sul,44594,2015,4125605,11163018
9836,PR,São Miguel do Iguaçu,27197,2015,4125704,11163018
9837,PR,São Pedro do Iguaçu,6388,2015,4125753,11163018
9838,PR,São Pedro do Ivaí,10799,2015,4125803,11163018
9839,PR,São Pedro do Paraná,2474,2015,4125902,11163018
9840,PR,São Sebastião da Amoreira,8952,2015,4126009,11163018
9841,PR,São Tomé,5657,2015,4126108,11163018
9842,PR,Sapopema,6908,2015,4126207,11163018
9843,PR,Sarandi,90376,2015,4126256,11163018
9844,PR,Saudade do Iguaçu,5372,2015,4126272,11163018
9845,PR,Sengés,19302,2015,4126306,11163018
9846,PR,Serranópolis do Iguaçu,4652,2015,4126355,11163018
9847,PR,Sertaneja,5724,2015,4126405,11163018
9848,PR,Sertanópolis,16373,2015,4126504,11163018
9849,PR,Siqueira Campos,20094,2015,4126603,11163018
9850,PR,Sulina,3293,2015,4126652,11163018
9851,PR,Tamarana,13730,2015,4126678,11163018
9852,PR,Tamboara,4991,2015,4126702,11163018
9853,PR,Tapejara,15704,2015,4126801,11163018
9854,PR,Tapira,5851,2015,4126900,11163018
9855,PR,Teixeira Soares,11495,2015,4127007,11163018
9856,PR,Telêmaco Borba,75809,2015,4127106,11163018
9857,PR,Terra Boa,16781,2015,4127205,11163018
9858,PR,Terra Rica,16326,2015,4127304,11163018
9859,PR,Terra Roxa,17517,2015,4127403,11163018
9860,PR,Tibagi,20377,2015,4127502,11163018
9861,PR,Tijucas do Sul,15970,2015,4127601,11163018
9862,PR,Toledo,132077,2015,4127700,11163018
9863,PR,Tomazina,8619,2015,4127809,11163018
9864,PR,Três Barras do Paraná,12227,2015,4127858,11163018
9865,PR,Tunas do Paraná,7559,2015,4127882,11163018
9866,PR,Tuneiras do Oeste,8860,2015,4127908,11163018
9867,PR,Tupãssi,8261,2015,4127957,11163018
9868,PR,Turvo,13785,2015,4127965,11163018
9869,PR,Ubiratã,21864,2015,4128005,11163018
9870,PR,Umuarama,108218,2015,4128104,11163018
9871,PR,União da Vitória,56265,2015,4128203,11163018
9872,PR,Uniflor,2593,2015,4128302,11163018
9873,PR,Uraí,11695,2015,4128401,11163018
9874,PR,Ventania,11093,2015,4128534,11163018
9875,PR,Vera Cruz do Oeste,8998,2015,4128559,11163018
9876,PR,Verê,7799,2015,4128609,11163018
9877,PR,Virmond,4085,2015,4128658,11163018
9878,PR,Vitorino,6828,2015,4128708,11163018
9879,PR,Wenceslau Braz,19847,2015,4128500,11163018
9880,PR,Xambrê,6016,2015,4128807,11163018
9881,SC,Abdon Batista,2630,2015,4200051,6819190
9882,SC,Abelardo Luz,17717,2015,4200101,6819190
9883,SC,Agrolândia,10272,2015,4200200,6819190
9884,SC,Agronômica,5306,2015,4200309,6819190
9885,SC,Água Doce,7132,2015,4200408,6819190
9886,SC,Águas de Chapecó,6379,2015,4200507,6819190
9887,SC,Águas Frias,2408,2015,4200556,6819190
9888,SC,Águas Mornas,6113,2015,4200606,6819190
9889,SC,Alfredo Wagner,9850,2015,4200705,6819190
9890,SC,Alto Bela Vista,1987,2015,4200754,6819190
9891,SC,Anchieta,5987,2015,4200804,6819190
9892,SC,Angelina,5053,2015,4200903,6819190
9893,SC,Anita Garibaldi,7881,2015,4201000,6819190
9894,SC,Anitápolis,3253,2015,4201109,6819190
9895,SC,Antônio Carlos,8118,2015,4201208,6819190
9896,SC,Apiúna,10322,2015,4201257,6819190
9897,SC,Arabutã,4276,2015,4201273,6819190
9898,SC,Araquari,32454,2015,4201307,6819190
9899,SC,Araranguá,65769,2015,4201406,6819190
9900,SC,Armazém,8341,2015,4201505,6819190
9901,SC,Arroio Trinta,3563,2015,4201604,6819190
9902,SC,Arvoredo,2271,2015,4201653,6819190
9903,SC,Ascurra,7781,2015,4201703,6819190
9904,SC,Atalanta,3282,2015,4201802,6819190
9905,SC,Aurora,5674,2015,4201901,6819190
9906,SC,Balneário Arroio do Silva,11616,2015,4201950,6819190
9907,SC,Balneário Barra do Sul,9828,2015,4202057,6819190
9908,SC,Balneário Camboriú,128155,2015,4202008,6819190
9909,SC,Balneário Gaivota,9841,2015,4202073,6819190
9910,SC,Balneário Piçarras,20617,2015,4212809,6819190
9911,SC,Bandeirante,2808,2015,4202081,6819190
9912,SC,Barra Bonita,1790,2015,4202099,6819190
9913,SC,Barra Velha,26374,2015,4202107,6819190
9914,SC,Bela Vista do Toldo,6248,2015,4202131,6819190
9915,SC,Belmonte,2700,2015,4202156,6819190
9916,SC,Benedito Novo,11168,2015,4202206,6819190
9917,SC,Biguaçu,64488,2015,4202305,6819190
9918,SC,Blumenau,338876,2015,4202404,6819190
9919,SC,Bocaina do Sul,3424,2015,4202438,6819190
9920,SC,Bom Jardim da Serra,4631,2015,4202503,6819190
9921,SC,Bom Jesus,2821,2015,4202537,6819190
9922,SC,Bom Jesus do Oeste,2156,2015,4202578,6819190
9923,SC,Bom Retiro,9598,2015,4202602,6819190
9924,SC,Bombinhas,17477,2015,4202453,6819190
9925,SC,Botuverá,4943,2015,4202701,6819190
9926,SC,Braço do Norte,31765,2015,4202800,6819190
9927,SC,Braço do Trombudo,3654,2015,4202859,6819190
9928,SC,Brunópolis,2639,2015,4202875,6819190
9929,SC,Brusque,122775,2015,4202909,6819190
9930,SC,Caçador,75812,2015,4203006,6819190
9931,SC,Caibi,6243,2015,4203105,6819190
9932,SC,Calmon,3398,2015,4203154,6819190
9933,SC,Camboriú,74434,2015,4203204,6819190
9934,SC,Campo Alegre,11992,2015,4203303,6819190
9935,SC,Campo Belo do Sul,7297,2015,4203402,6819190
9936,SC,Campo Erê,8993,2015,4203501,6819190
9937,SC,Campos Novos,35054,2015,4203600,6819190
9938,SC,Canelinha,11617,2015,4203709,6819190
9939,SC,Canoinhas,54188,2015,4203808,6819190
9940,SC,Capão Alto,2654,2015,4203253,6819190
9941,SC,Capinzal,22129,2015,4203907,6819190
9942,SC,Capivari de Baixo,23663,2015,4203956,6819190
9943,SC,Catanduvas,10374,2015,4204004,6819190
9944,SC,Caxambu do Sul,4028,2015,4204103,6819190
9945,SC,Celso Ramos,2776,2015,4204152,6819190
9946,SC,Cerro Negro,3362,2015,4204178,6819190
9947,SC,Chapadão do Lageado,2912,2015,4204194,6819190
9948,SC,Chapecó,205795,2015,4204202,6819190
9949,SC,Cocal do Sul,16156,2015,4204251,6819190
9950,SC,Concórdia,72642,2015,4204301,6819190
9951,SC,Cordilheira Alta,4184,2015,4204350,6819190
9952,SC,Coronel Freitas,10201,2015,4204400,6819190
9953,SC,Coronel Martins,2534,2015,4204459,6819190
9954,SC,Correia Pinto,13826,2015,4204558,6819190
9955,SC,Corupá,15132,2015,4204509,6819190
9956,SC,Criciúma,206918,2015,4204608,6819190
9957,SC,Cunha Porã,10982,2015,4204707,6819190
9958,SC,Cunhataí,1943,2015,4204756,6819190
9959,SC,Curitibanos,39231,2015,4204806,6819190
9960,SC,Descanso,8505,2015,4204905,6819190
9961,SC,Dionísio Cerqueira,15339,2015,4205001,6819190
9962,SC,Dona Emma,3997,2015,4205100,6819190
9963,SC,Doutor Pedrinho,3937,2015,4205159,6819190
9964,SC,Entre Rios,3151,2015,4205175,6819190
9965,SC,Ermo,2078,2015,4205191,6819190
9966,SC,Erval Velho,4464,2015,4205209,6819190
9967,SC,Faxinal dos Guedes,10771,2015,4205308,6819190
9968,SC,Flor do Sertão,1600,2015,4205357,6819190
9969,SC,Florianópolis,469690,2015,4205407,6819190
9970,SC,Formosa do Sul,2576,2015,4205431,6819190
9971,SC,Forquilhinha,25129,2015,4205456,6819190
9972,SC,Fraiburgo,35942,2015,4205506,6819190
9973,SC,Frei Rogério,2249,2015,4205555,6819190
9974,SC,Galvão,3217,2015,4205605,6819190
9975,SC,Garopaba,21061,2015,4205704,6819190
9976,SC,Garuva,16786,2015,4205803,6819190
9977,SC,Gaspar,65024,2015,4205902,6819190
9978,SC,Governador Celso Ramos,13944,2015,4206009,6819190
9979,SC,Grão Pará,6478,2015,4206108,6819190
9980,SC,Gravatal,11231,2015,4206207,6819190
9981,SC,Guabiruba,21612,2015,4206306,6819190
9982,SC,Guaraciaba,10374,2015,4206405,6819190
9983,SC,Guaramirim,40878,2015,4206504,6819190
9984,SC,Guarujá do Sul,5097,2015,4206603,6819190
9985,SC,Guatambú,4739,2015,4206652,6819190
9986,SC,Herval d'Oeste,22204,2015,4206702,6819190
9987,SC,Ibiam,1970,2015,4206751,6819190
9988,SC,Ibicaré,3313,2015,4206801,6819190
9989,SC,Ibirama,18412,2015,4206900,6819190
9990,SC,Içara,53145,2015,4207007,6819190
9991,SC,Ilhota,13493,2015,4207106,6819190
9992,SC,Imaruí,10933,2015,4207205,6819190
9993,SC,Imbituba,43168,2015,4207304,6819190
9994,SC,Imbuia,6040,2015,4207403,6819190
9995,SC,Indaial,63489,2015,4207502,6819190
9996,SC,Iomerê,2880,2015,4207577,6819190
9997,SC,Ipira,4637,2015,4207601,6819190
9998,SC,Iporã do Oeste,8823,2015,4207650,6819190
9999,SC,Ipuaçu,7262,2015,4207684,6819190
10000,SC,Ipumirim,7499,2015,4207700,6819190
10001,SC,Iraceminha,4139,2015,4207759,6819190
10002,SC,Irani,10118,2015,4207809,6819190
10003,SC,Irati,2025,2015,4207858,6819190
10004,SC,Irineópolis,10989,2015,4207908,6819190
10005,SC,Itá,6347,2015,4208005,6819190
10006,SC,Itaiópolis,21263,2015,4208104,6819190
10007,SC,Itajaí,205271,2015,4208203,6819190
10008,SC,Itapema,57089,2015,4208302,6819190
10009,SC,Itapiranga,16398,2015,4208401,6819190
10010,SC,Itapoá,18137,2015,4208450,6819190
10011,SC,Ituporanga,24061,2015,4208500,6819190
10012,SC,Jaborá,4023,2015,4208609,6819190
10013,SC,Jacinto Machado,10608,2015,4208708,6819190
10014,SC,Jaguaruna,18980,2015,4208807,6819190
10015,SC,Jaraguá do Sul,163735,2015,4208906,6819190
10016,SC,Jardinópolis,1672,2015,4208955,6819190
10017,SC,Joaçaba,29008,2015,4209003,6819190
10018,SC,Joinville,562151,2015,4209102,6819190
10019,SC,José Boiteux,4862,2015,4209151,6819190
10020,SC,Jupiá,2142,2015,4209177,6819190
10021,SC,Lacerdópolis,2246,2015,4209201,6819190
10022,SC,Lages,158732,2015,4209300,6819190
10023,SC,Laguna,44650,2015,4209409,6819190
10024,SC,Lajeado Grande,1470,2015,4209458,6819190
