,UF,codMun,AreaPrestacao
11270,MA,2107258,MA2
11271,MA,2107308,MA2
11272,MA,2107704,MA2
11273,MA,2107803,MA2
11274,MA,2107902,MA2
11275,MA,2108009,MA2
11276,MA,2108207,MA2
11277,MA,2108454,MA2
11278,MA,2108900,MA2
11279,MA,2109007,MA2
11280,MA,2109106,MA2
11281,MA,2109502,MA2
11282,MA,2109551,MA2
11283,MA,2109700,MA2
11284,MA,2109759,MA2
11285,MA,2110302,MA2
11286,MA,2110658,MA2
11287,MA,2110708,MA2
11288,MA,2110807,MA2
11289,MA,2110856,MA2
11290,MA,2110906,MA2
11291,MA,2111052,MA2
11292,MA,2111078,MA2
11293,MA,2111102,MA2
11294,MA,2111250,MA2
11295,MA,2111409,MA2
11296,MA,2111508,MA2
11297,MA,2111532,MA2
11298,MA,2111573,MA2
11299,MA,2111607,MA2
11300,MA,2111631,MA2
11301,MA,2111672,MA2
11302,MA,2111748,MA2
11303,MA,2111763,MA2
11304,MA,2111805,MA2
11305,MA,2111904,MA2
11306,MA,2111953,MA2
11307,MA,2112001,MA2
11308,MA,2112100,MA2
11309,MA,2112209,MA2
11310,MA,2112233,MA2
11311,MA,2112308,MA2
11312,MA,2112852,MA2
11313,PA,1500107,PA1
11314,PA,1500206,PA1
11315,PA,1500305,PA1
11316,PA,1500701,PA1
11317,PA,1500800,PA1
11318,PA,1500859,PA1
11319,PA,1500909,PA1
11320,PA,1500958,PA1
11321,PA,1501105,PA1
11322,PA,1501204,PA1
11323,PA,1501303,PA1
11324,PA,1501402,PA1
11325,PA,1501501,PA1
11326,PA,1501600,PA1
11327,PA,1501709,PA1
11328,PA,1501808,PA1
11329,PA,1501907,PA1
11330,PA,1501956,PA1
11331,PA,1502004,PA1
11332,PA,1502103,PA1
11333,PA,1502202,PA1
11334,PA,1502301,PA1
11335,PA,1502400,PA1
11336,PA,1502509,PA1
11337,PA,1502608,PA1
11338,PA,1502756,PA1
11339,PA,1502806,PA1
11340,PA,1502905,PA1
11341,PA,1503077,PA1
11342,PA,1503101,PA1
11343,PA,1503200,PA1
11344,PA,1503309,PA1
11345,PA,1503408,PA1
11346,PA,1503457,PA1
11347,PA,1503507,PA1
11348,PA,1504000,PA1
11349,PA,1504059,PA1
11350,PA,1504109,PA1
11351,PA,1504307,PA1
11352,PA,1504406,PA1
11353,PA,1504422,PA1
11354,PA,1504505,PA1
11355,PA,1504604,PA1
11356,PA,1504703,PA1
11357,PA,1504901,PA1
11358,PA,1504950,PA1
11359,PA,1505007,PA1
11360,PA,1505205,PA1
11361,PA,1505403,PA1
11362,PA,1505486,PA1
11363,PA,1505502,PA1
11364,PA,1505601,PA1
11365,PA,1505700,PA1
11366,PA,1505809,PA1
11367,PA,1506104,PA1
11368,PA,1506112,PA1
11369,PA,1506203,PA1
11370,PA,1506302,PA1
11371,PA,1506351,PA1
11372,PA,1506401,PA1
11373,PA,1506500,PA1
11374,PA,1506559,PA1
11375,PA,1506609,PA1
11376,PA,1506906,PA1
11377,PA,1507003,PA1
11378,PA,1507102,PA1
11379,PA,1507201,PA1
11380,PA,1507409,PA1
11381,PA,1507466,PA1
11382,PA,1507474,PA1
11383,PA,1507607,PA1
11384,PA,1507706,PA1
11385,PA,1507805,PA1
11386,PA,1507904,PA1
11387,PA,1507953,PA1
11388,PA,1507961,PA1
11389,PA,1508001,PA1
11390,PA,1508035,PA1
11391,PA,1508126,PA1
11392,PA,1508209,PA1
11393,PA,1508308,PA1
11394,PA,1500404,PA2
11395,PA,1500503,PA2
11396,PA,1500602,PA2
11397,PA,1501006,PA2
11398,PA,1501451,PA2
11399,PA,1501725,PA2
11400,PA,1502855,PA2
11401,PA,1503002,PA2
11402,PA,1503606,PA2
11403,PA,1503754,PA2
11404,PA,1503903,PA2
11405,PA,1504455,PA2
11406,PA,1504802,PA2
11407,PA,1505031,PA2
11408,PA,1505106,PA2
11409,PA,1505304,PA2
11410,PA,1505650,PA2
11411,PA,1505908,PA2
11412,PA,1506005,PA2
11413,PA,1506195,PA2
11414,PA,1506807,PA2
11415,PA,1507979,PA2
11416,PA,1508050,PA2
11417,PA,1508159,PA2
11418,PA,1508357,PA2
11419,PA,1500131,PA3
11420,PA,1500347,PA3
11421,PA,1501253,PA3
11422,PA,1501576,PA3
11423,PA,1501758,PA3
11424,PA,1501782,PA3
11425,PA,1502152,PA3
11426,PA,1502707,PA3
11427,PA,1502764,PA3
11428,PA,1502772,PA3
11429,PA,1502939,PA3
11430,PA,1502954,PA3
11431,PA,1503044,PA3
11432,PA,1503093,PA3
11433,PA,1503705,PA3
11434,PA,1503804,PA3
11435,PA,1504208,PA3
11436,PA,1504976,PA3
11437,PA,1505064,PA3
11438,PA,1505437,PA3
11439,PA,1505494,PA3
11440,PA,1505536,PA3
11441,PA,1505551,PA3
11442,PA,1505635,PA3
11443,PA,1506138,PA3
11444,PA,1506161,PA3
11445,PA,1506187,PA3
11446,PA,1506583,PA3
11447,PA,1506708,PA3
11448,PA,1507151,PA3
11449,PA,1507300,PA3
11450,PA,1507458,PA3
11451,PA,1507508,PA3
11452,PA,1507755,PA3
11453,PA,1508084,PA3
11454,PA,1508100,PA3
11455,PA,1508407,PA3
11456,AP,1600055,AP1
11457,AP,1600105,AP1
11458,AP,1600154,AP1
11459,AP,1600204,AP1
11460,AP,1600212,AP1
11461,AP,1600238,AP1
11462,AP,1600253,AP1
11463,AP,1600279,AP1
11464,AP,1600303,AP1
11465,AP,1600402,AP1
11466,AP,1600501,AP1
11467,AP,1600535,AP1
11468,AP,1600550,AP1
11469,AP,1600600,AP1
11470,AP,1600709,AP1
11471,AP,1600808,AP1
11472,AM,1300300,AM1
11473,AM,1300508,AM1
11474,AM,1300680,AM1
11475,AM,1300805,AM1
11476,AM,1300839,AM1
11477,AM,1301100,AM1
11478,AM,1301159,AM1
11479,AM,1301852,AM1
11480,AM,1301902,AM1
11481,AM,1302009,AM1
11482,AM,1302504,AM1
11483,AM,1302553,AM1
11484,AM,1302603,AM1
11485,AM,1302900,AM1
11486,AM,1303007,AM1
11487,AM,1303106,AM1
11488,AM,1303205,AM1
11489,AM,1303403,AM1
11490,AM,1303536,AM1
11491,AM,1303569,AM1
11492,AM,1303957,AM1
11493,AM,1304005,AM1
11494,AM,1304302,AM1
11495,AM,1304401,AM1
11496,AM,1300029,AM2
11497,AM,1300060,AM2
11498,AM,1300086,AM2
11499,AM,1300102,AM2
11500,AM,1300144,AM2
11501,AM,1300201,AM2
11502,AM,1300409,AM2
11503,AM,1300607,AM2
11504,AM,1300631,AM2
11505,AM,1300706,AM2
11506,AM,1300904,AM2
11507,AM,1301001,AM2
11508,AM,1301209,AM2
11509,AM,1301308,AM2
11510,AM,1301407,AM2
11511,AM,1301506,AM2
11512,AM,1301605,AM2
11513,AM,1301654,AM2
11514,AM,1301704,AM2
11515,AM,1301803,AM2
11516,AM,1301951,AM2
11517,AM,1302108,AM2
11518,AM,1302207,AM2
11519,AM,1302306,AM2
11520,AM,1302405,AM2
11521,AM,1302702,AM2
11522,AM,1302801,AM2
11523,AM,1303304,AM2
11524,AM,1303502,AM2
11525,AM,1303601,AM2
11526,AM,1303700,AM2
11527,AM,1303809,AM2
11528,AM,1303908,AM2
11529,AM,1304062,AM2
11530,AM,1304104,AM2
11531,AM,1304203,AM2
11532,AM,1304237,AM2
11533,AM,1304260,AM2
11534,RR,1400027,RR1
11535,RR,1400050,RR1
11536,RR,1400100,RR1
11537,RR,1400159,RR1
11538,RR,1400175,RR1
11539,RR,1400209,RR1
11540,RR,1400233,RR1
11541,RR,1400282,RR1
11542,RR,1400308,RR1
11543,RR,1400407,RR1
11544,RR,1400456,RR1
11545,RR,1400472,RR1
11546,RR,1400506,RR1
11547,RR,1400605,RR1
11548,RR,1400704,RR1
11549,SC,4200051,SC3
11550,SC,4200101,SC3
11551,SC,4200408,SC3
11552,SC,4200507,SC3
11553,SC,4200556,SC3
11554,SC,4200754,SC3
11555,SC,4200804,SC3
11556,SC,4201000,SC3
11557,SC,4201273,SC3
11558,SC,4201604,SC3
11559,SC,4201653,SC3
11560,SC,4202081,SC3
11561,SC,4202099,SC3
11562,SC,4202156,SC3
11563,SC,4202438,SC3
11564,SC,4202503,SC3
11565,SC,4202537,SC3
11566,SC,4202578,SC3
11567,SC,4202602,SC3
11568,SC,4202875,SC3
11569,SC,4203006,SC3
11570,SC,4203105,SC3
11571,SC,4203154,SC3
11572,SC,4203253,SC3
11573,SC,4203402,SC3
11574,SC,4203501,SC3
11575,SC,4203600,SC3
11576,SC,4203907,SC3
11577,SC,4204004,SC3
11578,SC,4204103,SC3
11579,SC,4204152,SC3
11580,SC,4204178,SC3
11581,SC,4204202,SC3
11582,SC,4204301,SC3
11583,SC,4204350,SC3
11584,SC,4204400,SC3
11585,SC,4204459,SC3
11586,SC,4204558,SC3
11587,SC,4204707,SC3
11588,SC,4204756,SC3
11589,SC,4204806,SC3
11590,SC,4204905,SC3
11591,SC,4205001,SC3
11592,SC,4205175,SC3
11593,SC,4205209,SC3
11594,SC,4205308,SC3
11595,SC,4205357,SC3
11596,SC,4205431,SC3
11597,SC,4205506,SC3
11598,SC,4205555,SC3
11599,SC,4205605,SC3
11600,SC,4206405,SC3
11601,SC,4206603,SC3
11602,SC,4206652,SC3
11603,SC,4206702,SC3
11604,SC,4206751,SC3
11605,SC,4206801,SC3
11606,SC,4207577,SC3
11607,SC,4207601,SC3
11608,SC,4207650,SC3
11609,SC,4207684,SC3
11610,SC,4207700,SC3
11611,SC,4207759,SC3
11612,SC,4207809,SC3
11613,SC,4207858,SC3
11614,SC,4208005,SC3
11615,SC,4208401,SC3
11616,SC,4208609,SC3
11617,SC,4208955,SC3
11618,SC,4209003,SC3
11619,SC,4209177,SC3
11620,SC,4209201,SC3
11621,SC,4209300,SC3
11622,SC,4209458,SC3
11623,SC,4209706,SC3
11624,SC,4209854,SC3
11625,SC,4210035,SC3
11626,SC,4210050,SC3
11627,SC,4210506,SC3
11628,SC,4210555,SC3
11629,SC,4210704,SC3
11630,SC,4210902,SC3
11631,SC,4211009,SC3
11632,SC,4211058,SC3
11633,SC,4211405,SC3
11634,SC,4211454,SC3
11635,SC,4211652,SC3
11636,SC,4211751,SC3
11637,SC,4211801,SC3
11638,SC,4211850,SC3
11639,SC,4211876,SC3
11640,SC,4211892,SC3
11641,SC,4212007,SC3
11642,SC,4212056,SC3
11643,SC,4212106,SC3
11644,SC,4212239,SC3
11645,SC,4212270,SC3
11646,SC,4212601,SC3
11647,SC,4212908,SC3
11648,SC,4213005,SC3
11649,SC,4213104,SC3
11650,SC,4213153,SC3
11651,SC,4213302,SC3
11652,SC,4213351,SC3
11653,SC,4213401,SC3
11654,SC,4213609,SC3
11655,SC,4213906,SC3
11656,SC,4214151,SC3
11657,SC,4214201,SC3
11658,SC,4214409,SC3
11659,SC,4215059,SC3
11660,SC,4215075,SC3
11661,SC,4215208,SC3
11662,SC,4215356,SC3
11663,SC,4215406,SC3
11664,SC,4215505,SC3
11665,SC,4215554,SC3
11666,SC,4215687,SC3
11667,SC,4215695,SC3
11668,SC,4215752,SC3
11669,SC,4216008,SC3
11670,SC,4216057,SC3
11671,SC,4216107,SC3
11672,SC,4216255,SC3
11673,SC,4216503,SC3
11674,SC,4216701,SC3
11675,SC,4216800,SC3
11676,SC,4216909,SC3
11677,SC,4217154,SC3
11678,SC,4217204,SC3
11679,SC,4217303,SC3
11680,SC,4217501,SC3
11681,SC,4217550,SC3
11682,SC,4217758,SC3
11683,SC,4217907,SC3
11684,SC,4217956,SC3
11685,SC,4218251,SC3
11686,SC,4218509,SC3
11687,SC,4218756,SC3
11688,SC,4218855,SC3
11689,SC,4218905,SC3
11690,SC,4218954,SC3
11691,SC,4219101,SC3
11692,SC,4219150,SC3
11693,SC,4219176,SC3
11694,SC,4219309,SC3
11695,SC,4219507,SC3
11696,SC,4219606,SC3
11697,SC,4219705,SC3
11698,SC,4219853,SC3
11699,SC,4200200,SC1
11700,SC,4200309,SC1
11701,SC,4201257,SC1
11702,SC,4201307,SC1
11703,SC,4201703,SC1
11704,SC,4201802,SC1
11705,SC,4201901,SC1
11706,SC,4202008,SC1
11707,SC,4202057,SC1
11708,SC,4202107,SC1
11709,SC,4202131,SC1
11710,SC,4202206,SC1
11711,SC,4202404,SC1
11712,SC,4202453,SC1
11713,SC,4202701,SC1
11714,SC,4202859,SC1
11715,SC,4202909,SC1
11716,SC,4203204,SC1
11717,SC,4203303,SC1
11718,SC,4203808,SC1
11719,SC,4204194,SC1
11720,SC,4204509,SC1
11721,SC,4205100,SC1
11722,SC,4205159,SC1
11723,SC,4205803,SC1
11724,SC,4205902,SC1
11725,SC,4206306,SC1
11726,SC,4206504,SC1
11727,SC,4206900,SC1
11728,SC,4207106,SC1
11729,SC,4207403,SC1
11730,SC,4207502,SC1
11731,SC,4207908,SC1
11732,SC,4208104,SC1
11733,SC,4208203,SC1
11734,SC,4208302,SC1
11735,SC,4208450,SC1
11736,SC,4208500,SC1
11737,SC,4208906,SC1
11738,SC,4209102,SC1
11739,SC,4209151,SC1
11740,SC,4209508,SC1
11741,SC,4209904,SC1
11742,SC,4210001,SC1
11743,SC,4210100,SC1
11744,SC,4210308,SC1
11745,SC,4210605,SC1
11746,SC,4210852,SC1
11747,SC,4211108,SC1
11748,SC,4211306,SC1
11749,SC,4212205,SC1
11750,SC,4212502,SC1
11751,SC,4212700,SC1
11752,SC,4212809,SC1
11753,SC,4213203,SC1
11754,SC,4213500,SC1
11755,SC,4213708,SC1
11756,SC,4214003,SC1
11757,SC,4214102,SC1
11758,SC,4214508,SC1
11759,SC,4214607,SC1
11760,SC,4214706,SC1
11761,SC,4214805,SC1
11762,SC,4215000,SC1
11763,SC,4215109,SC1
11764,SC,4215307,SC1
11765,SC,4215679,SC1
11766,SC,4215802,SC1
11767,SC,4216206,SC1
11768,SC,4216354,SC1
11769,SC,4217402,SC1
11770,SC,4217808,SC1
11771,SC,4218202,SC1
11772,SC,4218301,SC1
11773,SC,4218608,SC1
11774,SC,4219200,SC1
11775,SC,4219358,SC1
11776,SC,4219408,SC1
11777,SC,4220000,SC1
11778,SC,4200606,SC2
11779,SC,4200705,SC2
11780,SC,4200903,SC2
11781,SC,4201109,SC2
11782,SC,4201208,SC2
11783,SC,4201406,SC2
11784,SC,4201505,SC2
11785,SC,4201950,SC2
11786,SC,4202073,SC2
11787,SC,4202305,SC2
11788,SC,4202800,SC2
11789,SC,4203709,SC2
11790,SC,4203956,SC2
11791,SC,4204251,SC2
11792,SC,4204608,SC2
11793,SC,4205191,SC2
11794,SC,4205407,SC2
11795,SC,4205456,SC2
11796,SC,4205704,SC2
11797,SC,4206009,SC2
11798,SC,4206108,SC2
11799,SC,4206207,SC2
11800,SC,4207007,SC2
11801,SC,4207205,SC2
11802,SC,4207304,SC2
11803,SC,4208708,SC2
11804,SC,4208807,SC2
11805,SC,4209409,SC2
11806,SC,4209607,SC2
11807,SC,4209805,SC2
11808,SC,4210209,SC2
11809,SC,4210407,SC2
11810,SC,4210803,SC2
11811,SC,4211207,SC2
11812,SC,4211256,SC2
11813,SC,4211504,SC2
11814,SC,4211603,SC2
11815,SC,4211702,SC2
11816,SC,4211900,SC2
11817,SC,4212254,SC2
11818,SC,4212304,SC2
11819,SC,4212403,SC2
11820,SC,4213807,SC2
11821,SC,4214300,SC2
11822,SC,4214904,SC2
11823,SC,4215455,SC2
11824,SC,4215604,SC2
11825,SC,4215653,SC2
11826,SC,4215703,SC2
11827,SC,4215901,SC2
11828,SC,4216305,SC2
11829,SC,4216404,SC2
11830,SC,4216602,SC2
11831,SC,4217006,SC2
11832,SC,4217105,SC2
11833,SC,4217253,SC2
11834,SC,4217600,SC2
11835,SC,4217709,SC2
11836,SC,4218004,SC2
11837,SC,4218103,SC2
11838,SC,4218350,SC2
11839,SC,4218400,SC2
11840,SC,4218707,SC2
11841,SC,4218806,SC2
11842,SC,4219002,SC2
11843,PR,4100202,PR1
11844,PR,4100301,PR1
11845,PR,4100400,PR1
11846,PR,4101200,PR1
11847,PR,4101804,PR1
11848,PR,4102307,PR1
11849,PR,4103107,PR1
11850,PR,4104006,PR1
11851,PR,4104105,PR1
11852,PR,4104204,PR1
11853,PR,4104253,PR1
11854,PR,4105201,PR1
11855,PR,4105805,PR1
11856,PR,4106209,PR1
11857,PR,4106902,PR1
11858,PR,4107652,PR1
11859,PR,4109500,PR1
11860,PR,4109609,PR1
11861,PR,4111258,PR1
11862,PR,4113205,PR1
11863,PR,4114302,PR1
11864,PR,4115705,PR1
11865,PR,4116208,PR1
11866,PR,4118204,PR1
11867,PR,4119103,PR1
11868,PR,4119152,PR1
11869,PR,4119509,PR1
11870,PR,4119954,PR1
11871,PR,4120804,PR1
11872,PR,4121208,PR1
11873,PR,4122206,PR1
11874,PR,4122305,PR1
11875,PR,4125506,PR1
11876,PR,4127601,PR1
11877,PR,4127882,PR1
11878,PR,4128633,PR1
11879,PR,4100459,PR2
11880,PR,4101309,PR2
11881,PR,4102901,PR2
11882,PR,4103040,PR2
11883,PR,4103958,PR2
11884,PR,4104428,PR2
11885,PR,4104451,PR2
11886,PR,4104659,PR2
11887,PR,4104907,PR2
11888,PR,4106803,PR2
11889,PR,4107736,PR2
11890,PR,4108452,PR2
11891,PR,4108502,PR2
11892,PR,4108650,PR2
11893,PR,4108957,PR2
11894,PR,4109401,PR2
11895,PR,4110078,PR2
11896,PR,4110102,PR2
11897,PR,4110201,PR2
11898,PR,4110508,PR2
11899,PR,4110706,PR2
11900,PR,4111407,PR2
11901,PR,4113254,PR2
11902,PR,4113304,PR2
11903,PR,4113908,PR2
11904,PR,4115457,PR2
11905,PR,4115739,PR2
11906,PR,4117057,PR2
11907,PR,4117271,PR2
11908,PR,4117305,PR2
11909,PR,4117701,PR2
11910,PR,4117800,PR2
11911,PR,4118600,PR2
11912,PR,4118709,PR2
11913,PR,4119301,PR2
11914,PR,4119400,PR2
11915,PR,4119608,PR2
11916,PR,4119905,PR2
11917,PR,4120101,PR2
11918,PR,4120150,PR2
11919,PR,4120309,PR2
11920,PR,4120606,PR2
11921,PR,4121505,PR2
11922,PR,4121703,PR2
11923,PR,4121752,PR2
11924,PR,4122008,PR2
11925,PR,4122156,PR2
11926,PR,4123857,PR2
11927,PR,4125100,PR2
11928,PR,4125605,PR2
11929,PR,4127007,PR2
11930,PR,4127106,PR2
11931,PR,4127502,PR2
11932,PR,4127965,PR2
11933,PR,4128203,PR2
11934,PR,4128534,PR2
11935,PR,4128658,PR2
11936,PR,4100103,PR3
11937,PR,4100806,PR3
11938,PR,4101101,PR3
11939,PR,4101408,PR3
11940,PR,4101507,PR3
11941,PR,4101606,PR3
11942,PR,4101655,PR3
11943,PR,4101853,PR3
11944,PR,4101903,PR3
11945,PR,4102406,PR3
11946,PR,4102703,PR3
11947,PR,4102802,PR3
11948,PR,4103206,PR3
11949,PR,4103305,PR3
11950,PR,4103404,PR3
11951,PR,4103503,PR3
11952,PR,4103602,PR3
11953,PR,4103701,PR3
11954,PR,4103800,PR3
11955,PR,4104402,PR3
11956,PR,4104709,PR3
11957,PR,4105102,PR3
11958,PR,4106001,PR3
11959,PR,4106100,PR3
11960,PR,4106407,PR3
11961,PR,4106852,PR3
11962,PR,4107009,PR3
11963,PR,4107603,PR3
11964,PR,4107751,PR3
11965,PR,4108007,PR3
11966,PR,4108551,PR3
11967,PR,4108700,PR3
11968,PR,4109005,PR3
11969,PR,4109203,PR3
11970,PR,4109708,PR3
11971,PR,4109807,PR3
11972,PR,4111001,PR3
11973,PR,4111506,PR3
11974,PR,4111704,PR3
11975,PR,4111803,PR3
11976,PR,4111902,PR3
11977,PR,4112009,PR3
11978,PR,4112108,PR3
11979,PR,4112306,PR3
11980,PR,4112504,PR3
11981,PR,4112702,PR3
11982,PR,4112801,PR3
11983,PR,4112900,PR3
11984,PR,4113106,PR3
11985,PR,4113403,PR3
11986,PR,4113429,PR3
11987,PR,4113700,PR3
11988,PR,4113759,PR3
11989,PR,4113809,PR3
11990,PR,4114500,PR3
11991,PR,4114906,PR3
11992,PR,4115507,PR3
11993,PR,4115754,PR3
11994,PR,4116000,PR3
11995,PR,4116604,PR3
11996,PR,4117008,PR3
11997,PR,4117214,PR3
11998,PR,4117297,PR3
11999,PR,4119202,PR3
12000,PR,4119657,PR3
12001,PR,4120002,PR3
12002,PR,4120333,PR3
12003,PR,4120507,PR3
12004,PR,4120705,PR3
12005,PR,4121307,PR3
12006,PR,4121802,PR3
12007,PR,4121901,PR3
12008,PR,4122107,PR3
12009,PR,4122172,PR3
12010,PR,4122404,PR3
12011,PR,4122651,PR3
12012,PR,4122909,PR3
12013,PR,4123105,PR3
12014,PR,4123204,PR3
12015,PR,4123907,PR3
12016,PR,4124004,PR3
12017,PR,4124103,PR3
12018,PR,4124301,PR3
12019,PR,4124707,PR3
12020,PR,4125001,PR3
12021,PR,4125407,PR3
12022,PR,4125803,PR3
12023,PR,4126009,PR3
12024,PR,4126207,PR3
12025,PR,4126306,PR3
12026,PR,4126405,PR3
12027,PR,4126504,PR3
12028,PR,4126603,PR3
12029,PR,4126678,PR3
12030,PR,4127809,PR3
12031,PR,4128401,PR3
12032,PR,4128500,PR3
12033,PR,4100509,PR4
12034,PR,4100608,PR4
12035,PR,4100707,PR4
12036,PR,4100905,PR4
12037,PR,4101150,PR4
12038,PR,4101705,PR4
12039,PR,4102000,PR4
12040,PR,4102109,PR4
12041,PR,4102208,PR4
12042,PR,4102505,PR4
12043,PR,4103008,PR4
12044,PR,4103370,PR4
12045,PR,4103479,PR4
12046,PR,4103909,PR4
12047,PR,4104303,PR4
12048,PR,4105508,PR4
12049,PR,4105607,PR4
12050,PR,4105904,PR4
12051,PR,4106555,PR4
12052,PR,4106605,PR4
12053,PR,4106704,PR4
12054,PR,4107108,PR4
12055,PR,4107256,PR4
12056,PR,4107306,PR4
12057,PR,4107504,PR4
12058,PR,4107520,PR4
12059,PR,4107553,PR4
12060,PR,4107702,PR4
12061,PR,4107801,PR4
12062,PR,4107900,PR4
12063,PR,4108106,PR4
12064,PR,4108205,PR4
12065,PR,4108320,PR4
12066,PR,4108601,PR4
12067,PR,4108809,PR4
12068,PR,4108908,PR4
12069,PR,4109104,PR4
12070,PR,4109906,PR4
12071,PR,4110003,PR4
12072,PR,4110300,PR4
12073,PR,4110409,PR4
12074,PR,4110607,PR4
12075,PR,4110656,PR4
12076,PR,4110805,PR4
12077,PR,4110904,PR4
12078,PR,4111100,PR4
12079,PR,4111308,PR4
12080,PR,4111555,PR4
12081,PR,4111605,PR4
12082,PR,4112207,PR4
12083,PR,4112405,PR4
12084,PR,4112603,PR4
12085,PR,4112751,PR4
12086,PR,4112959,PR4
12087,PR,4113007,PR4
12088,PR,4113502,PR4
12089,PR,4113601,PR4
12090,PR,4113734,PR4
12091,PR,4114005,PR4
12092,PR,4114104,PR4
12093,PR,4114203,PR4
12094,PR,4114708,PR4
12095,PR,4114807,PR4
12096,PR,4115002,PR4
12097,PR,4115101,PR4
12098,PR,4115200,PR4
12099,PR,4115358,PR4
12100,PR,4115903,PR4
12101,PR,4116109,PR4
12102,PR,4116307,PR4
12103,PR,4116406,PR4
12104,PR,4116505,PR4
12105,PR,4116802,PR4
12106,PR,4116901,PR4
12107,PR,4117107,PR4
12108,PR,4117206,PR4
12109,PR,4117404,PR4
12110,PR,4117503,PR4
12111,PR,4117909,PR4
12112,PR,4118006,PR4
12113,PR,4118105,PR4
12114,PR,4118303,PR4
12115,PR,4118402,PR4
12116,PR,4118808,PR4
12117,PR,4118857,PR4
12118,PR,4118907,PR4
12119,PR,4119707,PR4
12120,PR,4120200,PR4
12121,PR,4120408,PR4
12122,PR,4120655,PR4
12123,PR,4121000,PR4
12124,PR,4121109,PR4
12125,PR,4121356,PR4
12126,PR,4122503,PR4
12127,PR,4122602,PR4
12128,PR,4122701,PR4
12129,PR,4123303,PR4
12130,PR,4123402,PR4
12131,PR,4123600,PR4
12132,PR,4123709,PR4
12133,PR,4123956,PR4
12134,PR,4124202,PR4
12135,PR,4124509,PR4
12136,PR,4124608,PR4
12137,PR,4124905,PR4
12138,PR,4125308,PR4
12139,PR,4125357,PR4
12140,PR,4125555,PR4
12141,PR,4125902,PR4
12142,PR,4126108,PR4
12143,PR,4126256,PR4
12144,PR,4126702,PR4
12145,PR,4126801,PR4
12146,PR,4126900,PR4
12147,PR,4127205,PR4
12148,PR,4127304,PR4
12149,PR,4127403,PR4
12150,PR,4127908,PR4
12151,PR,4127957,PR4
12152,PR,4128005,PR4
12153,PR,4128104,PR4
12154,PR,4128302,PR4
12155,PR,4128625,PR4
12156,PR,4128807,PR4
12157,PR,4101051,PR5
12158,PR,4103057,PR5
12159,PR,4103354,PR5
12160,PR,4103453,PR5
12161,PR,4104055,PR5
12162,PR,4104600,PR5
12163,PR,4104808,PR5
12164,PR,4105003,PR5
12165,PR,4105300,PR5
12166,PR,4106308,PR5
12167,PR,4107124,PR5
12168,PR,4107157,PR5
12169,PR,4107538,PR5
12170,PR,4108304,PR5
12171,PR,4109302,PR5
12172,PR,4109757,PR5
12173,PR,4110052,PR5
12174,PR,4110953,PR5
12175,PR,4113452,PR5
12176,PR,4114609,PR5
12177,PR,4115606,PR5
12178,PR,4115804,PR5
12179,PR,4115853,PR5
12180,PR,4116059,PR5
12181,PR,4116703,PR5
12182,PR,4117222,PR5
12183,PR,4117453,PR5
12184,PR,4118451,PR5
12185,PR,4120853,PR5
12186,PR,4121257,PR5
12187,PR,4123501,PR5
12188,PR,4123824,PR5
12189,PR,4124020,PR5
12190,PR,4124053,PR5
12191,PR,4125456,PR5
12192,PR,4125704,PR5
12193,PR,4125753,PR5
12194,PR,4126355,PR5
12195,PR,4127700,PR5
12196,PR,4127858,PR5
12197,PR,4128559,PR5
12198,PR,4101002,PR6
12199,PR,4102604,PR6
12200,PR,4102752,PR6
12201,PR,4103024,PR6
12202,PR,4103156,PR6
12203,PR,4103222,PR6
12204,PR,4104501,PR6
12205,PR,4105409,PR6
12206,PR,4105706,PR6
12207,PR,4106456,PR6
12208,PR,4106506,PR6
12209,PR,4106571,PR6
12210,PR,4107207,PR6
12211,PR,4107405,PR6
12212,PR,4107546,PR6
12213,PR,4107850,PR6
12214,PR,4108403,PR6
12215,PR,4109658,PR6
12216,PR,4111209,PR6
12217,PR,4114351,PR6
12218,PR,4114401,PR6
12219,PR,4115309,PR6
12220,PR,4115408,PR6
12221,PR,4116950,PR6
12222,PR,4117255,PR6
12223,PR,4117602,PR6
12224,PR,4118501,PR6
12225,PR,4119004,PR6
12226,PR,4119251,PR6
12227,PR,4119806,PR6
12228,PR,4120358,PR6
12229,PR,4120903,PR6
12230,PR,4121406,PR6
12231,PR,4121604,PR6
12232,PR,4122800,PR6
12233,PR,4123006,PR6
12234,PR,4123808,PR6
12235,PR,4124400,PR6
12236,PR,4124806,PR6
12237,PR,4125209,PR6
12238,PR,4126272,PR6
12239,PR,4126652,PR6
12240,PR,4128609,PR6
12241,PR,4128708,PR6
12242,MS,5000203,MS1
12243,MS,5000252,MS1
12244,MS,5000609,MS1
12245,MS,5000708,MS1
12246,MS,5000807,MS1
12247,MS,5000856,MS1
12248,MS,5000906,MS1
12249,MS,5001003,MS1
12250,MS,5001102,MS1
12251,MS,5001243,MS1
12252,MS,5001508,MS1
12253,MS,5001904,MS1
12254,MS,5002001,MS1
12255,MS,5002100,MS1
12256,MS,5002159,MS1
12257,MS,5002209,MS1
12258,MS,5002308,MS1
12259,MS,5002407,MS1
12260,MS,5002605,MS1
12261,MS,5002704,MS1
12262,MS,5002803,MS1
12263,MS,5002902,MS1
12264,MS,5002951,MS1
12265,MS,5003108,MS1
12266,MS,5003157,MS1
12267,MS,5003207,MS1
