,UF,codMun,AreaPrestacao
925,PR,4105201,Setor 19
926,PR,4105300,Setor 19
927,PR,4105409,Setor 19
928,PR,4105508,Setor 19
929,PR,4105607,Setor 19
930,PR,4105706,Setor 19
931,PR,4105805,Setor 19
932,PR,4105904,Setor 19
933,PR,4106001,Setor 19
934,PR,4106100,Setor 19
935,PR,4106209,Setor 19
936,PR,4106308,Setor 19
937,PR,4106407,Setor 19
938,PR,4106456,Setor 19
939,PR,4106506,Setor 19
940,PR,4106555,Setor 19
941,PR,4106571,Setor 19
942,PR,4106605,Setor 19
943,PR,4106704,Setor 19
944,PR,4106803,Setor 19
945,PR,4106852,Setor 19
946,PR,4106902,Setor 19
947,PR,4107009,Setor 19
948,PR,4107108,Setor 19
949,PR,4107124,Setor 19
950,PR,4107157,Setor 19
951,PR,4107207,Setor 19
952,PR,4107256,Setor 19
953,PR,4107306,Setor 19
954,PR,4107405,Setor 19
955,PR,4107504,Setor 19
956,PR,4107520,Setor 19
957,PR,4107538,Setor 19
958,PR,4107546,Setor 19
959,PR,4107553,Setor 19
960,PR,4107603,Setor 19
961,PR,4107652,Setor 19
962,PR,4107702,Setor 19
963,PR,4107736,Setor 19
964,PR,4107751,Setor 19
965,PR,4107801,Setor 19
966,PR,4107850,Setor 19
967,PR,4107900,Setor 19
968,PR,4108007,Setor 19
969,PR,4108106,Setor 19
970,PR,4108205,Setor 19
971,PR,4108304,Setor 19
972,PR,4108320,Setor 19
973,PR,4108403,Setor 19
974,PR,4108452,Setor 19
975,PR,4108502,Setor 19
976,PR,4108551,Setor 19
977,PR,4108601,Setor 19
978,PR,4108650,Setor 19
979,PR,4108700,Setor 19
980,PR,4108809,Setor 19
981,PR,4108908,Setor 19
982,PR,4108957,Setor 19
983,PR,4109005,Setor 19
984,PR,4109104,Setor 19
985,PR,4109203,Setor 19
986,PR,4109302,Setor 19
987,PR,4109401,Setor 19
988,PR,4109500,Setor 19
989,PR,4109609,Setor 19
990,PR,4109658,Setor 19
991,PR,4109708,Setor 19
992,PR,4109757,Setor 19
993,PR,4109807,Setor 19
994,PR,4109906,Setor 19
995,PR,4110003,Setor 19
996,PR,4110052,Setor 19
997,PR,4110078,Setor 19
998,PR,4110102,Setor 19
999,PR,4110201,Setor 19
1000,PR,4110300,Setor 19
1001,PR,4110409,Setor 19
1002,PR,4110508,Setor 19
1003,PR,4110607,Setor 19
1004,PR,4110656,Setor 19
1005,PR,4110706,Setor 19
1006,PR,4110805,Setor 19
1007,PR,4110904,Setor 19
1008,PR,4110953,Setor 19
1009,PR,4111001,Setor 19
1010,PR,4111100,Setor 19
1011,PR,4111209,Setor 19
1012,PR,4111258,Setor 19
1013,PR,4111308,Setor 19
1014,PR,4111407,Setor 19
1015,PR,4111506,Setor 19
1016,PR,4111555,Setor 19
1017,PR,4111605,Setor 19
1018,PR,4111704,Setor 19
1019,PR,4111803,Setor 19
1020,PR,4111902,Setor 19
1021,PR,4112009,Setor 19
1022,PR,4112108,Setor 19
1023,PR,4112207,Setor 19
1024,PR,4112306,Setor 19
1025,PR,4112405,Setor 19
1026,PR,4112504,Setor 19
1027,PR,4112603,Setor 19
1028,PR,4112702,Setor 19
1029,PR,4112751,Setor 19
1030,PR,4112801,Setor 19
1031,PR,4112900,Setor 19
1032,PR,4112959,Setor 19
1033,PR,4113007,Setor 19
1034,PR,4113106,Setor 19
1035,PR,4113205,Setor 19
1036,PR,4113254,Setor 19
1037,PR,4113304,Setor 19
1038,PR,4113403,Setor 19
1039,PR,4113429,Setor 19
1040,PR,4113452,Setor 19
1041,PR,4113502,Setor 19
1042,PR,4113601,Setor 19
1043,PR,4113734,Setor 19
1044,PR,4113759,Setor 19
1045,PR,4113809,Setor 19
1046,PR,4113908,Setor 19
1047,PR,4114005,Setor 19
1048,PR,4114104,Setor 19
1049,PR,4114203,Setor 19
1050,PR,4114302,Setor 19
1051,PR,4114351,Setor 19
1052,PR,4114401,Setor 19
1053,PR,4114500,Setor 19
1054,PR,4114609,Setor 19
1055,PR,4114708,Setor 19
1056,PR,4114807,Setor 19
1057,PR,4114906,Setor 19
1058,PR,4115002,Setor 19
1059,PR,4115101,Setor 19
1060,PR,4115200,Setor 19
1061,PR,4115309,Setor 19
1062,PR,4115358,Setor 19
1063,PR,4115408,Setor 19
1064,PR,4115457,Setor 19
1065,PR,4115507,Setor 19
1066,PR,4115606,Setor 19
1067,PR,4115705,Setor 19
1068,PR,4115739,Setor 19
1069,PR,4115754,Setor 19
1070,PR,4115804,Setor 19
1071,PR,4115853,Setor 19
1072,PR,4115903,Setor 19
1073,PR,4116000,Setor 19
1074,PR,4116059,Setor 19
1075,PR,4116109,Setor 19
1076,PR,4116208,Setor 19
1077,PR,4116307,Setor 19
1078,PR,4116406,Setor 19
1079,PR,4116505,Setor 19
1080,PR,4116604,Setor 19
1081,PR,4116703,Setor 19
1082,PR,4116802,Setor 19
1083,PR,4116901,Setor 19
1084,PR,4116950,Setor 19
1085,PR,4117008,Setor 19
1086,PR,4117057,Setor 19
1087,PR,4117107,Setor 19
1088,PR,4117206,Setor 19
1089,PR,4117214,Setor 19
1090,PR,4117222,Setor 19
1091,PR,4117255,Setor 19
1092,PR,4117271,Setor 19
1093,PR,4117297,Setor 19
1094,PR,4117305,Setor 19
1095,PR,4117404,Setor 19
1096,PR,4117453,Setor 19
1097,PR,4117503,Setor 19
1098,PR,4117602,Setor 19
1099,PR,4117701,Setor 19
1100,PR,4117800,Setor 19
1101,PR,4117909,Setor 19
1102,PR,4118006,Setor 19
1103,PR,4118105,Setor 19
1104,PR,4118204,Setor 19
1105,PR,4118303,Setor 19
1106,PR,4118402,Setor 19
1107,PR,4118451,Setor 19
1108,PR,4118501,Setor 19
1109,PR,4118600,Setor 19
1110,PR,4118709,Setor 19
1111,PR,4118808,Setor 19
1112,PR,4118857,Setor 19
1113,PR,4118907,Setor 19
1114,PR,4119004,Setor 19
1115,PR,4119103,Setor 19
1116,PR,4119152,Setor 19
1117,PR,4119202,Setor 19
1118,PR,4119251,Setor 19
1119,PR,4119301,Setor 19
1120,PR,4119400,Setor 19
1121,PR,4119509,Setor 19
1122,PR,4119608,Setor 19
1123,PR,4119657,Setor 19
1124,PR,4119707,Setor 19
1125,PR,4119806,Setor 19
1126,PR,4119905,Setor 19
1127,PR,4119954,Setor 19
1128,PR,4120002,Setor 19
1129,PR,4120101,Setor 19
1130,PR,4120150,Setor 19
1131,PR,4120200,Setor 19
1132,PR,4120309,Setor 19
1133,PR,4120333,Setor 19
1134,PR,4120358,Setor 19
1135,PR,4120408,Setor 19
1136,PR,4120507,Setor 19
1137,PR,4120606,Setor 19
1138,PR,4120655,Setor 19
1139,PR,4120705,Setor 19
1140,PR,4120804,Setor 19
1141,PR,4120853,Setor 19
1142,PR,4120903,Setor 19
1143,PR,4121000,Setor 19
1144,PR,4121109,Setor 19
1145,PR,4121208,Setor 19
1146,PR,4121257,Setor 19
1147,PR,4121307,Setor 19
1148,PR,4121356,Setor 19
1149,PR,4121406,Setor 19
1150,PR,4121505,Setor 19
1151,PR,4121604,Setor 19
1152,PR,4121703,Setor 19
1153,PR,4121752,Setor 19
1154,PR,4121802,Setor 19
1155,PR,4121901,Setor 19
1156,PR,4122008,Setor 19
1157,PR,4122107,Setor 19
1158,PR,4122156,Setor 19
1159,PR,4122172,Setor 19
1160,PR,4122206,Setor 19
1161,PR,4122305,Setor 19
1162,PR,4122404,Setor 19
1163,PR,4122503,Setor 19
1164,PR,4122602,Setor 19
1165,PR,4122651,Setor 19
1166,PR,4122701,Setor 19
1167,PR,4122800,Setor 19
1168,PR,4122909,Setor 19
1169,PR,4123006,Setor 19
1170,PR,4123105,Setor 19
1171,PR,4123204,Setor 19
1172,PR,4123303,Setor 19
1173,PR,4123402,Setor 19
1174,PR,4123501,Setor 19
1175,PR,4123600,Setor 19
1176,PR,4123709,Setor 19
1177,PR,4123808,Setor 19
1178,PR,4123824,Setor 19
1179,PR,4123857,Setor 19
1180,PR,4123907,Setor 19
1181,PR,4123956,Setor 19
1182,PR,4124004,Setor 19
1183,PR,4124020,Setor 19
1184,PR,4124053,Setor 19
1185,PR,4124103,Setor 19
1186,PR,4124202,Setor 19
1187,PR,4124301,Setor 19
1188,PR,4124400,Setor 19
1189,PR,4124509,Setor 19
1190,PR,4124608,Setor 19
1191,PR,4124707,Setor 19
1192,PR,4124806,Setor 19
1193,PR,4124905,Setor 19
1194,PR,4125001,Setor 19
1195,PR,4125100,Setor 19
1196,PR,4125209,Setor 19
1197,PR,4125308,Setor 19
1198,PR,4125357,Setor 19
1199,PR,4125407,Setor 19
1200,PR,4125456,Setor 19
1201,PR,4125506,Setor 19
1202,PR,4125555,Setor 19
1203,PR,4125605,Setor 19
1204,PR,4125704,Setor 19
1205,PR,4125753,Setor 19
1206,PR,4125803,Setor 19
1207,PR,4125902,Setor 19
1208,PR,4126009,Setor 19
1209,PR,4126108,Setor 19
1210,PR,4126207,Setor 19
1211,PR,4126256,Setor 19
1212,PR,4126272,Setor 19
1213,PR,4126306,Setor 19
1214,PR,4126355,Setor 19
1215,PR,4126405,Setor 19
1216,PR,4126504,Setor 19
1217,PR,4126603,Setor 19
1218,PR,4126652,Setor 19
1219,PR,4126702,Setor 19
1220,PR,4126801,Setor 19
1221,PR,4126900,Setor 19
1222,PR,4127007,Setor 19
1223,PR,4127106,Setor 19
1224,PR,4127205,Setor 19
1225,PR,4127304,Setor 19
1226,PR,4127403,Setor 19
1227,PR,4127502,Setor 19
1228,PR,4127601,Setor 19
1229,PR,4127700,Setor 19
1230,PR,4127809,Setor 19
1231,PR,4127858,Setor 19
1232,PR,4127882,Setor 19
1233,PR,4127908,Setor 19
1234,PR,4127957,Setor 19
1235,PR,4127965,Setor 19
1236,PR,4128005,Setor 19
1237,PR,4128104,Setor 19
1238,PR,4128203,Setor 19
1239,PR,4128302,Setor 19
1240,PR,4128401,Setor 19
1241,PR,4128500,Setor 19
1242,PR,4128534,Setor 19
1243,PR,4128559,Setor 19
1244,PR,4128609,Setor 19
1245,PR,4128625,Setor 19
1246,PR,4128633,Setor 19
1247,PR,4128658,Setor 19
1248,PR,4128708,Setor 19
1249,PR,4128807,Setor 19
1250,PR,4113700,Setor 20
1251,PR,4126678,Setor 20
1252,MS,5000203,Setor 21
1253,MS,5000252,Setor 21
1254,MS,5000609,Setor 21
1255,MS,5000708,Setor 21
1256,MS,5000807,Setor 21
1257,MS,5000856,Setor 21
1258,MS,5000906,Setor 21
1259,MS,5001003,Setor 21
1260,MS,5001102,Setor 21
1261,MS,5001243,Setor 21
1262,MS,5001508,Setor 21
1263,MS,5001904,Setor 21
1264,MS,5002001,Setor 21
1265,MS,5002100,Setor 21
1266,MS,5002159,Setor 21
1267,MS,5002209,Setor 21
1268,MS,5002308,Setor 21
1269,MS,5002407,Setor 21
1270,MS,5002605,Setor 21
1271,MS,5002704,Setor 21
1272,MS,5002803,Setor 21
1273,MS,5002902,Setor 21
1274,MS,5002951,Setor 21
1275,MS,5003108,Setor 21
1276,MS,5003157,Setor 21
1277,MS,5003207,Setor 21
1278,MS,5003256,Setor 21
1279,MS,5003306,Setor 21
1280,MS,5003454,Setor 21
1281,MS,5003488,Setor 21
1282,MS,5003504,Setor 21
1283,MS,5003702,Setor 21
1284,MS,5003751,Setor 21
1285,MS,5003801,Setor 21
1286,MS,5003900,Setor 21
1287,MS,5004007,Setor 21
1288,MS,5004106,Setor 21
1289,MS,5004304,Setor 21
1290,MS,5004403,Setor 21
1291,MS,5004502,Setor 21
1292,MS,5004601,Setor 21
1293,MS,5004700,Setor 21
1294,MS,5004809,Setor 21
1295,MS,5004908,Setor 21
1296,MS,5005004,Setor 21
1297,MS,5005103,Setor 21
1298,MS,5005152,Setor 21
1299,MS,5005202,Setor 21
1300,MS,5005251,Setor 21
1301,MS,5005400,Setor 21
1302,MS,5005608,Setor 21
1303,MS,5005681,Setor 21
1304,MS,5005707,Setor 21
1305,MS,5005806,Setor 21
1306,MS,5006002,Setor 21
1307,MS,5006200,Setor 21
1308,MS,5006259,Setor 21
1309,MS,5006275,Setor 21
1310,MS,5006358,Setor 21
1311,MS,5006408,Setor 21
1312,MS,5006606,Setor 21
1313,MS,5006903,Setor 21
1314,MS,5007109,Setor 21
1315,MS,5007208,Setor 21
1316,MS,5007307,Setor 21
1317,MS,5007406,Setor 21
1318,MS,5007505,Setor 21
1319,MS,5007554,Setor 21
1320,MS,5007695,Setor 21
1321,MS,5007703,Setor 21
1322,MS,5007802,Setor 21
1323,MS,5007901,Setor 21
1324,MS,5007935,Setor 21
1325,MS,5007950,Setor 21
1326,MS,5007976,Setor 21
1327,MS,5008008,Setor 21
1328,MS,5008305,Setor 21
1329,MS,5008404,Setor 21
1330,MS,5006309,Setor 22
1331,GO,5200050,Setor 24
1332,GO,5200100,Setor 24
1333,GO,5200134,Setor 24
1334,GO,5200159,Setor 24
1335,GO,5200175,Setor 24
1336,GO,5200209,Setor 24
1337,GO,5200258,Setor 24
1338,GO,5200308,Setor 24
1339,GO,5200506,Setor 24
1340,GO,5200555,Setor 24
1341,GO,5200605,Setor 24
1342,GO,5200803,Setor 24
1343,GO,5200829,Setor 24
1344,GO,5200852,Setor 24
1345,GO,5200902,Setor 24
1346,GO,5201108,Setor 24
1347,GO,5201207,Setor 24
1348,GO,5201306,Setor 24
1349,GO,5201405,Setor 24
1350,GO,5201454,Setor 24
1351,GO,5201504,Setor 24
1352,GO,5201603,Setor 24
1353,GO,5201702,Setor 24
1354,GO,5201801,Setor 24
1355,GO,5202155,Setor 24
1356,GO,5202353,Setor 24
1357,GO,5202502,Setor 24
1358,GO,5202601,Setor 24
1359,GO,5202809,Setor 24
1360,GO,5203104,Setor 24
1361,GO,5203203,Setor 24
1362,GO,5203302,Setor 24
1363,GO,5203401,Setor 24
1364,GO,5203500,Setor 24
1365,GO,5203559,Setor 24
1366,GO,5203575,Setor 24
1367,GO,5203609,Setor 24
1368,GO,5203807,Setor 24
1369,GO,5203939,Setor 24
1370,GO,5203962,Setor 24
1371,GO,5204003,Setor 24
1372,GO,5204102,Setor 24
1373,GO,5204201,Setor 24
1374,GO,5204300,Setor 24
1375,GO,5204409,Setor 24
1376,GO,5204508,Setor 24
1377,GO,5204557,Setor 24
1378,GO,5204607,Setor 24
1379,GO,5204656,Setor 24
1380,GO,5204706,Setor 24
1381,GO,5204805,Setor 24
1382,GO,5204854,Setor 24
1383,GO,5204904,Setor 24
1384,GO,5204953,Setor 24
1385,GO,5205000,Setor 24
1386,GO,5205059,Setor 24
1387,GO,5205109,Setor 24
1388,GO,5205208,Setor 24
1389,GO,5205307,Setor 24
1390,GO,5205406,Setor 24
1391,GO,5205455,Setor 24
1392,GO,5205471,Setor 24
1393,GO,5205497,Setor 24
1394,GO,5205513,Setor 24
1395,GO,5205521,Setor 24
1396,GO,5205703,Setor 24
1397,GO,5205802,Setor 24
1398,GO,5205901,Setor 24
1399,GO,5206206,Setor 24
1400,GO,5206305,Setor 24
1401,GO,5206404,Setor 24
1402,GO,5206503,Setor 24
1403,GO,5206602,Setor 24
1404,GO,5206701,Setor 24
1405,GO,5206800,Setor 24
1406,GO,5206909,Setor 24
1407,GO,5207105,Setor 24
1408,GO,5207253,Setor 24
1409,GO,5207352,Setor 24
1410,GO,5207402,Setor 24
1411,GO,5207501,Setor 24
1412,GO,5207535,Setor 24
1413,GO,5207600,Setor 24
1414,GO,5207808,Setor 24
1415,GO,5207907,Setor 24
1416,GO,5208004,Setor 24
1417,GO,5208103,Setor 24
1418,GO,5208152,Setor 24
1419,GO,5208301,Setor 24
1420,GO,5208400,Setor 24
1421,GO,5208509,Setor 24
1422,GO,5208608,Setor 24
1423,GO,5208707,Setor 24
1424,GO,5208806,Setor 24
1425,GO,5208905,Setor 24
1426,GO,5209101,Setor 24
1427,GO,5209150,Setor 24
1428,GO,5209200,Setor 24
1429,GO,5209291,Setor 24
1430,GO,5209408,Setor 24
1431,GO,5209457,Setor 24
1432,GO,5209606,Setor 24
1433,GO,5209705,Setor 24
1434,GO,5209804,Setor 24
1435,GO,5209903,Setor 24
1436,GO,5209952,Setor 24
1437,GO,5210000,Setor 24
1438,GO,5210109,Setor 24
1439,GO,5210158,Setor 24
1440,GO,5210208,Setor 24
1441,GO,5210307,Setor 24
1442,GO,5210406,Setor 24
1443,GO,5210562,Setor 24
1444,GO,5210604,Setor 24
1445,GO,5210802,Setor 24
1446,GO,5210901,Setor 24
1447,GO,5211008,Setor 24
1448,GO,5211206,Setor 24
1449,GO,5211305,Setor 24
1450,GO,5211404,Setor 24
1451,GO,5211602,Setor 24
1452,GO,5211701,Setor 24
1453,GO,5211800,Setor 24
1454,GO,5211909,Setor 24
1455,GO,5212006,Setor 24
1456,GO,5212055,Setor 24
1457,GO,5212105,Setor 24
1458,GO,5212204,Setor 24
1459,GO,5212253,Setor 24
1460,GO,5212303,Setor 24
1461,GO,5212501,Setor 24
1462,GO,5212600,Setor 24
1463,GO,5212709,Setor 24
1464,GO,5212808,Setor 24
1465,GO,5212907,Setor 24
1466,GO,5212956,Setor 24
1467,GO,5213004,Setor 24
1468,GO,5213053,Setor 24
1469,GO,5213087,Setor 24
1470,GO,5213103,Setor 24
1471,GO,5213400,Setor 24
1472,GO,5213509,Setor 24
1473,GO,5213707,Setor 24
1474,GO,5213756,Setor 24
1475,GO,5213772,Setor 24
1476,GO,5213806,Setor 24
1477,GO,5213855,Setor 24
1478,GO,5213905,Setor 24
1479,GO,5214002,Setor 24
1480,GO,5214051,Setor 24
1481,GO,5214101,Setor 24
1482,GO,5214408,Setor 24
1483,GO,5214507,Setor 24
1484,GO,5214606,Setor 24
1485,GO,5214705,Setor 24
1486,GO,5214804,Setor 24
1487,GO,5214838,Setor 24
1488,GO,5214861,Setor 24
1489,GO,5214879,Setor 24
1490,GO,5214903,Setor 24
1491,GO,5215009,Setor 24
1492,GO,5215207,Setor 24
1493,GO,5215231,Setor 24
1494,GO,5215256,Setor 24
1495,GO,5215306,Setor 24
1496,GO,5215405,Setor 24
1497,GO,5215504,Setor 24
1498,GO,5215603,Setor 24
1499,GO,5215652,Setor 24
1500,GO,5215702,Setor 24
1501,GO,5215801,Setor 24
1502,GO,5215900,Setor 24
1503,GO,5216007,Setor 24
1504,GO,5216403,Setor 24
1505,GO,5216452,Setor 24
1506,GO,5216809,Setor 24
1507,GO,5216908,Setor 24
1508,GO,5217104,Setor 24
1509,GO,5217203,Setor 24
1510,GO,5217302,Setor 24
1511,GO,5217401,Setor 24
1512,GO,5217609,Setor 24
1513,GO,5217708,Setor 24
1514,GO,5218003,Setor 24
1515,GO,5218052,Setor 24
1516,GO,5218102,Setor 24
1517,GO,5218300,Setor 24
1518,GO,5218391,Setor 24
1519,GO,5218508,Setor 24
1520,GO,5218607,Setor 24
1521,GO,5218706,Setor 24
1522,GO,5218789,Setor 24
1523,GO,5218805,Setor 24
1524,GO,5218904,Setor 24
1525,GO,5219001,Setor 24
1526,GO,5219100,Setor 24
1527,GO,5219209,Setor 24
1528,GO,5219258,Setor 24
1529,GO,5219308,Setor 24
1530,GO,5219357,Setor 24
1531,GO,5219407,Setor 24
1532,GO,5219456,Setor 24
1533,GO,5219506,Setor 24
1534,GO,5219605,Setor 24
1535,GO,5219704,Setor 24
1536,GO,5219712,Setor 24
1537,GO,5219738,Setor 24
1538,GO,5219753,Setor 24
1539,GO,5219803,Setor 24
1540,GO,5219902,Setor 24
1541,GO,5220009,Setor 24
1542,GO,5220058,Setor 24
1543,GO,5220108,Setor 24
1544,GO,5220157,Setor 24
1545,GO,5220207,Setor 24
1546,GO,5220264,Setor 24
1547,GO,5220280,Setor 24
1548,GO,5220454,Setor 24
1549,GO,5220504,Setor 24
1550,GO,5220603,Setor 24
1551,GO,5220686,Setor 24
1552,GO,5220702,Setor 24
1553,GO,5221007,Setor 24
1554,GO,5221080,Setor 24
1555,GO,5221197,Setor 24
1556,GO,5221304,Setor 24
1557,GO,5221403,Setor 24
1558,GO,5221452,Setor 24
1559,GO,5221502,Setor 24
1560,GO,5221551,Setor 24
1561,GO,5221577,Setor 24
1562,GO,5221601,Setor 24
1563,GO,5221700,Setor 24
1564,GO,5221809,Setor 24
1565,GO,5221858,Setor 24
1566,GO,5221908,Setor 24
1567,GO,5222005,Setor 24
1568,GO,5222054,Setor 24
1569,GO,5222203,Setor 24
1570,GO,5222302,Setor 24
1571,TO,1700251,Setor 24
1572,TO,1700301,Setor 24
1573,TO,1700350,Setor 24
1574,TO,1700400,Setor 24
1575,TO,1700707,Setor 24
1576,TO,1701002,Setor 24
1577,TO,1701051,Setor 24
1578,TO,1701101,Setor 24
1579,TO,1701309,Setor 24
1580,TO,1701903,Setor 24
1581,TO,1702000,Setor 24
1582,TO,1702109,Setor 24
1583,TO,1702158,Setor 24
1584,TO,1702208,Setor 24
1585,TO,1702307,Setor 24
1586,TO,1702406,Setor 24
1587,TO,1702554,Setor 24
1588,TO,1702703,Setor 24
1589,TO,1702901,Setor 24
1590,TO,1703008,Setor 24
1591,TO,1703057,Setor 24
1592,TO,1703073,Setor 24
1593,TO,1703107,Setor 24
1594,TO,1703206,Setor 24
1595,TO,1703305,Setor 24
1596,TO,1703602,Setor 24
1597,TO,1703701,Setor 24
1598,TO,1703800,Setor 24
1599,TO,1703826,Setor 24
1600,TO,1703842,Setor 24
1601,TO,1703867,Setor 24
1602,TO,1703883,Setor 24
1603,TO,1703891,Setor 24
1604,TO,1703909,Setor 24
1605,TO,1704105,Setor 24
1606,TO,1704600,Setor 24
1607,TO,1705102,Setor 24
1608,TO,1705508,Setor 24
1609,TO,1705557,Setor 24
1610,TO,1705607,Setor 24
1611,TO,1706001,Setor 24
1612,TO,1706100,Setor 24
1613,TO,1706258,Setor 24
1614,TO,1706506,Setor 24
1615,TO,1707009,Setor 24
1616,TO,1707108,Setor 24
1617,TO,1707207,Setor 24
1618,TO,1707306,Setor 24
1619,TO,1707405,Setor 24
1620,TO,1707553,Setor 24
1621,TO,1707652,Setor 24
1622,TO,1707702,Setor 24
1623,TO,1708205,Setor 24
1624,TO,1708254,Setor 24
1625,TO,1708304,Setor 24
1626,TO,1709005,Setor 24
1627,TO,1709302,Setor 24
1628,TO,1709500,Setor 24
1629,TO,1709807,Setor 24
1630,TO,1710508,Setor 24
1631,TO,1710706,Setor 24
1632,TO,1710904,Setor 24
1633,TO,1711100,Setor 24
1634,TO,1711506,Setor 24
1635,TO,1711803,Setor 24
1636,TO,1711902,Setor 24
1637,TO,1711951,Setor 24
1638,TO,1712009,Setor 24
1639,TO,1712157,Setor 24
1640,TO,1712405,Setor 24
1641,TO,1712454,Setor 24
1642,TO,1712504,Setor 24
1643,TO,1712702,Setor 24
1644,TO,1712801,Setor 24
1645,TO,1713205,Setor 24
1646,TO,1713304,Setor 24
1647,TO,1713601,Setor 24
1648,TO,1713700,Setor 24
1649,TO,1713809,Setor 24
1650,TO,1713957,Setor 24
1651,TO,1714203,Setor 24
1652,TO,1714302,Setor 24
1653,TO,1714880,Setor 24
1654,TO,1715002,Setor 24
1655,TO,1715101,Setor 24
1656,TO,1715150,Setor 24
1657,TO,1715259,Setor 24
1658,TO,1715507,Setor 24
1659,TO,1715705,Setor 24
1660,TO,1715754,Setor 24
1661,TO,1716109,Setor 24
1662,TO,1716208,Setor 24
1663,TO,1716307,Setor 24
1664,TO,1716505,Setor 24
1665,TO,1716604,Setor 24
1666,TO,1716653,Setor 24
1667,TO,1716703,Setor 24
1668,TO,1717008,Setor 24
1669,TO,1717206,Setor 24
1670,TO,1717503,Setor 24
1671,TO,1717800,Setor 24
1672,TO,1717909,Setor 24
1673,TO,1718006,Setor 24
1674,TO,1718204,Setor 24
1675,TO,1718303,Setor 24
1676,TO,1718402,Setor 24
1677,TO,1718451,Setor 24
1678,TO,1718501,Setor 24
1679,TO,1718550,Setor 24
1680,TO,1718659,Setor 24
1681,TO,1718709,Setor 24
1682,TO,1718758,Setor 24
1683,TO,1718808,Setor 24
1684,TO,1718840,Setor 24
1685,TO,1718865,Setor 24
1686,TO,1718881,Setor 24
1687,TO,1718899,Setor 24
1688,TO,1718907,Setor 24
1689,TO,1719004,Setor 24
1690,TO,1720002,Setor 24
1691,TO,1720101,Setor 24
1692,TO,1720150,Setor 24
1693,TO,1720200,Setor 24
1694,TO,1720259,Setor 24
1695,TO,1720309,Setor 24
1696,TO,1720499,Setor 24
1697,TO,1720655,Setor 24
1698,TO,1720804,Setor 24
1699,TO,1720853,Setor 24
1700,TO,1720903,Setor 24
1701,TO,1720937,Setor 24
1702,TO,1720978,Setor 24
1703,TO,1721000,Setor 24
1704,TO,1721109,Setor 24
1705,TO,1721208,Setor 24
1706,TO,1721257,Setor 24
1707,TO,1721307,Setor 24
1708,TO,1722081,Setor 24
1709,TO,1722107,Setor 24
1710,GO,5203906,Setor 25
1711,GO,5204250,Setor 25
1712,GO,5209937,Setor 25
1713,GO,5211503,Setor 25
1714,GO,5216304,Setor 25
1715,GO,5220405,Setor 25
1716,DF,5300108,Setor 26
1717,RS,4300034,Setor 29
1718,RS,4300059,Setor 29
1719,RS,4300109,Setor 29
1720,RS,4300208,Setor 29
1721,RS,4300307,Setor 29
1722,RS,4300406,Setor 29
1723,RS,4300455,Setor 29
1724,RS,4300471,Setor 29
1725,RS,4300505,Setor 29
1726,RS,4300554,Setor 29
1727,RS,4300570,Setor 29
1728,RS,4300604,Setor 29
1729,RS,4300638,Setor 29
1730,RS,4300646,Setor 29
1731,RS,4300661,Setor 29
1732,RS,4300703,Setor 29
1733,RS,4300802,Setor 29
1734,RS,4300851,Setor 29
1735,RS,4300877,Setor 29
1736,RS,4300901,Setor 29
1737,RS,4301008,Setor 29
1738,RS,4301057,Setor 29
1739,RS,4301107,Setor 29
1740,RS,4301206,Setor 29
1741,RS,4301305,Setor 29
1742,RS,4301404,Setor 29
1743,RS,4301503,Setor 29
1744,RS,4301552,Setor 29
1745,RS,4301602,Setor 29
1746,RS,4301636,Setor 29
1747,RS,4301651,Setor 29
1748,RS,4301701,Setor 29
1749,RS,4301750,Setor 29
1750,RS,4301800,Setor 29
1751,RS,4301859,Setor 29
1752,RS,4301875,Setor 29
1753,RS,4301909,Setor 29
1754,RS,4301925,Setor 29
1755,RS,4301958,Setor 29
1756,RS,4302006,Setor 29
1757,RS,4302055,Setor 29
1758,RS,4302105,Setor 29
1759,RS,4302154,Setor 29
1760,RS,4302204,Setor 29
1761,RS,4302220,Setor 29
1762,RS,4302238,Setor 29
1763,RS,4302253,Setor 29
1764,RS,4302303,Setor 29
1765,RS,4302352,Setor 29
1766,RS,4302378,Setor 29
1767,RS,4302402,Setor 29
1768,RS,4302451,Setor 29
1769,RS,4302501,Setor 29
1770,RS,4302584,Setor 29
1771,RS,4302600,Setor 29
1772,RS,4302659,Setor 29
1773,RS,4302709,Setor 29
1774,RS,4302808,Setor 29
1775,RS,4302907,Setor 29
1776,RS,4303004,Setor 29
1777,RS,4303103,Setor 29
1778,RS,4303202,Setor 29
1779,RS,4303301,Setor 29
1780,RS,4303400,Setor 29
1781,RS,4303509,Setor 29
1782,RS,4303558,Setor 29
1783,RS,4303608,Setor 29
1784,RS,4303673,Setor 29
1785,RS,4303707,Setor 29
1786,RS,4303806,Setor 29
1787,RS,4303905,Setor 29
1788,RS,4304002,Setor 29
1789,RS,4304101,Setor 29
1790,RS,4304200,Setor 29
1791,RS,4304309,Setor 29
1792,RS,4304358,Setor 29
1793,RS,4304408,Setor 29
1794,RS,4304507,Setor 29
1795,RS,4304606,Setor 29
1796,RS,4304614,Setor 29
1797,RS,4304622,Setor 29
1798,RS,4304630,Setor 29
1799,RS,4304655,Setor 29
1800,RS,4304671,Setor 29
1801,RS,4304689,Setor 29
1802,RS,4304697,Setor 29
